# a Fx[N] Fy[N] Fz[N] Nx[Nm] Ny[Nm] Nz[Nm]
2.251 -4.21905e-13 -5.24403e-29 4.7714e-13 -1.40189e-36 6.59068e-23 1.66718e-35
2.2515 -4.21888e-13 -5.88605e-29 4.78725e-13 -7.74162e-36 6.5815e-23 1.54198e-35
2.252 -4.21897e-13 -2.93914e-29 4.80305e-13 4.62249e-36 6.5743e-23 -8.79463e-36
2.2525 -4.21931e-13 -3.52579e-29 4.8188e-13 -1.27501e-36 6.56877e-23 7.22301e-36
2.253 -4.2199e-13 -5.33787e-29 4.83449e-13 -2.64251e-36 6.56467e-23 1.07403e-35
2.2535 -4.22076e-13 -8.69815e-29 4.85012e-13 -1.62971e-35 6.56183e-23 1.88859e-35
2.254 -4.22189e-13 -3.36958e-29 4.86568e-13 8.24814e-36 6.56009e-23 -7.68069e-36
2.2545 -4.2233e-13 -5.61135e-29 4.88119e-13 -1.00897e-36 6.55935e-23 -6.45708e-36
2.255 -4.22498e-13 -3.6926e-29 4.89664e-13 -2.0735e-37 6.55951e-23 -2.19472e-36
2.2555 -4.22694e-13 -6.23675e-29 4.91203e-13 2.03361e-37 6.5605e-23 -1.6983e-35
2.256 -4.22919e-13 -5.05912e-29 4.92737e-13 3.43348e-36 6.56226e-23 9.35582e-36
2.2565 -4.23173e-13 -6.44183e-29 4.94265e-13 6.10606e-38 6.56473e-23 -4.70247e-37
2.257 -4.23457e-13 -3.32357e-29 4.95789e-13 -4.31989e-36 6.56788e-23 4.68396e-36
2.2575 -4.2377e-13 -5.57702e-29 4.97309e-13 -4.66075e-36 6.57167e-23 1.77995e-36
2.258 -4.24114e-13 -6.00672e-29 4.98825e-13 -2.25962e-37 6.57608e-23 -4.816e-36
2.2585 -4.24489e-13 -4.87412e-29 5.00338e-13 -1.0354e-35 6.58108e-23 -1.85894e-36
2.259 -4.24895e-13 -7.03923e-29 5.01847e-13 -2.76665e-36 6.58665e-23 -7.27023e-37
2.2595 -4.25332e-13 -5.78872e-29 5.03354e-13 1.29016e-36 6.59278e-23 8.33088e-36
2.26 -4.25802e-13 -4.55532e-29 5.04859e-13 9.43324e-36 6.59945e-23 -7.08887e-36
2.2605 -4.26303e-13 -4.47492e-29 5.06363e-13 -2.64274e-36 6.60665e-23 2.26657e-36
2.261 -4.26838e-13 -3.90883e-29 5.07866e-13 -1.94109e-35 6.61438e-23 -1.41037e-35
2.2615 -4.27405e-13 -3.89722e-29 5.09369e-13 4.32725e-36 6.62263e-23 6.08582e-36
2.262 -4.28006e-13 -7.512e-29 5.10871e-13 -7.63735e-36 6.63138e-23 -1.34831e-35
2.2625 -4.2864e-13 -5.89209e-29 5.12375e-13 8.46994e-36 6.64065e-23 -1.37727e-35
2.263 -4.29308e-13 -4.69224e-29 5.13879e-13 1.44013e-36 6.65043e-23 -8.38119e-36
2.2635 -4.30011e-13 -5.1965e-29 5.15386e-13 2.91146e-36 6.66071e-23 -8.50147e-36
2.264 -4.30747e-13 -5.11721e-29 5.16895e-13 8.24134e-36 6.6715e-23 -1.16744e-35
2.2645 -4.31519e-13 -6.94043e-29 5.18407e-13 1.6295e-35 6.68279e-23 1.07115e-36
2.265 -4.32326e-13 -4.76958e-29 5.19923e-13 1.32162e-35 6.69459e-23 -2.58117e-35
2.2655 -4.33167e-13 -1.94934e-29 5.21444e-13 1.95707e-36 6.70691e-23 -1.59902e-35
2.266 -4.34045e-13 -3.91293e-29 5.22969e-13 1.16753e-35 6.71974e-23 -9.34933e-37
2.2665 -4.34957e-13 -6.64817e-29 5.24499e-13 -1.48139e-35 6.73309e-23 -9.76496e-36
2.267 -4.35906e-13 -5.66738e-29 5.26036e-13 2.50591e-36 6.74696e-23 -1.74064e-35
2.2675 -4.36891e-13 -7.55267e-29 5.2758e-13 1.19783e-35 6.76136e-23 3.65774e-36
2.268 -4.37911e-13 -5.10823e-29 5.29131e-13 4.17661e-36 6.7763e-23 -3.43377e-36
2.2685 -4.38968e-13 -3.49257e-29 5.30689e-13 3.64277e-36 6.79178e-23 -1.94854e-35
2.269 -4.40062e-13 -2.81897e-29 5.32257e-13 1.66743e-35 6.80781e-23 -2.62223e-35
2.2695 -4.41192e-13 -5.40181e-29 5.33834e-13 3.38831e-36 6.8244e-23 -3.21095e-35
2.27 -4.42359e-13 -4.30152e-29 5.35421e-13 1.0336e-36 6.84156e-23 -1.74274e-35
2.2705 -4.43562e-13 -4.07842e-29 5.37019e-13 4.3742e-36 6.8593e-23 -5.98884e-37
2.271 -4.44802e-13 -4.90779e-29 5.38628e-13 9.34543e-36 6.87762e-23 -2.2616e-36
2.2715 -4.46079e-13 -1.85135e-29 5.40249e-13 1.07366e-35 6.89654e-23 1.24155e-35
2.272 -4.47393e-13 -2.9052e-29 5.41882e-13 9.75337e-36 6.91607e-23 1.78446e-35
2.2725 -4.48744e-13 -2.77501e-29 5.43529e-13 1.91888e-35 6.93622e-23 -1.36239e-35
2.273 -4.50132e-13 -2.75611e-29 5.4519e-13 -9.83437e-38 6.95701e-23 -1.61619e-35
2.2735 -4.51556e-13 -4.4089e-29 5.46865e-13 2.34986e-35 6.97844e-23 -2.23665e-35
2.274 -4.53018e-13 -3.80059e-29 5.48556e-13 -2.14605e-36 7.00054e-23 1.49558e-35
2.2745 -4.54516e-13 -3.82767e-29 5.50263e-13 8.86634e-36 7.02333e-23 3.09004e-36
2.275 -4.56051e-13 -5.44641e-29 5.51986e-13 -1.80451e-35 7.04681e-23 -8.72211e-36
2.2755 -4.57623e-13 -6.31207e-29 5.53727e-13 -1.3498e-35 7.07101e-23 -3.47648e-35
2.276 -4.59231e-13 -3.64151e-29 5.55487e-13 -1.51179e-35 7.09594e-23 -3.60416e-36
2.2765 -4.60876e-13 -4.57231e-29 5.57264e-13 3.34029e-36 7.12162e-23 -3.06393e-36
2.277 -4.62557e-13 -6.26523e-29 5.59062e-13 -6.04879e-36 7.14808e-23 -1.3693e-35
2.2775 -4.64274e-13 -6.17596e-29 5.6088e-13 -1.63236e-35 7.17535e-23 -7.27268e-36
2.278 -4.66027e-13 -4.72457e-29 5.62718e-13 -1.32788e-35 7.20343e-23 6.58912e-36
2.2785 -4.67816e-13 -4.73364e-29 5.64579e-13 8.76475e-36 7.23237e-23 1.79862e-35
2.279 -4.6964e-13 -1.98878e-29 5.66462e-13 -3.40451e-36 7.26218e-23 -1.78962e-35
2.2795 -4.71499e-13 -2.50517e-29 5.68368e-13 -2.30636e-35 7.2929e-23 1.50271e-35
2.28 -4.73393e-13 -5.91985e-29 5.70297e-13 -6.12679e-36 7.32455e-23 4.284e-36
2.2805 -4.75322e-13 -6.6242e-29 5.72252e-13 1.09144e-35 7.35718e-23 -2.81485e-37
2.281 -4.77285e-13 -4.12657e-29 5.74232e-13 -1.08033e-35 7.39081e-23 -1.4898e-35
2.2815 -4.79282e-13 -6.05068e-29 5.76238e-13 -4.39965e-36 7.42549e-23 3.18635e-36
2.282 -4.81313e-13 -4.31899e-29 5.78272e-13 -1.55012e-35 7.46126e-23 -3.53951e-36
2.2825 -4.83376e-13 -4.51705e-29 5.80333e-13 -6.35495e-36 7.49815e-23 3.91204e-36
2.283 -4.85472e-13 -6.30721e-29 5.82423e-13 -7.20618e-36 7.53622e-23 -2.13144e-35
2.2835 -4.876e-13 -2.98116e-29 5.84542e-13 2.86645e-35 7.57552e-23 2.40669e-35
2.284 -4.8976e-13 -6.0745e-29 5.86691e-13 -2.64118e-35 7.61611e-23 -2.11538e-35
2.2845 -4.9195e-13 -5.05027e-29 5.88872e-13 -1.14193e-35 7.65803e-23 -1.04119e-35
2.285 -4.9417e-13 -4.54237e-29 5.91085e-13 1.44316e-35 7.70136e-23 -9.6078e-37
2.2855 -4.9642e-13 -5.34778e-29 5.93331e-13 -2.91216e-36 7.74617e-23 1.94991e-35
2.286 -4.98699e-13 -2.35256e-29 5.9561e-13 1.91745e-35 7.79252e-23 1.78783e-36
2.2865 -5.01006e-13 -1.02891e-29 5.97924e-13 7.04796e-36 7.84051e-23 7.09536e-36
2.287 -5.0334e-13 -1.64498e-29 6.00275e-13 2.05872e-35 7.89021e-23 2.24323e-35
2.2875 -5.05701e-13 -1.80696e-29 6.02662e-13 -1.54688e-35 7.94173e-23 -2.23312e-35
2.288 -5.08086e-13 -7.1861e-29 6.05086e-13 -2.48789e-35 7.99516e-23 7.21681e-36
2.2885 -5.10496e-13 -7.96342e-29 6.0755e-13 -2.00044e-36 8.05063e-23 -2.22217e-35
2.289 -5.12929e-13 -4.43693e-29 6.10054e-13 -2.1627e-36 8.10825e-23 -3.93076e-35
2.2895 -5.15384e-13 -4.59705e-29 6.12599e-13 1.55012e-35 8.16817e-23 1.25169e-35
2.29 -5.1786e-13 -4.068e-29 6.15187e-13 1.74024e-36 8.23053e-23 -2.41844e-35
2.2905 -5.20354e-13 -4.93577e-29 6.17818e-13 1.02105e-35 8.2955e-23 1.11975e-35
2.291 -5.22867e-13 -4.79089e-29 6.20495e-13 -7.00818e-36 8.36326e-23 -2.38626e-35
2.2915 -5.25396e-13 -1.86723e-29 6.23218e-13 -4.10392e-35 8.43401e-23 1.61933e-35
2.292 -5.27939e-13 -4.33236e-29 6.2599e-13 1.49278e-35 8.50797e-23 -4.08163e-36
2.2925 -5.30494e-13 -5.68056e-29 6.28811e-13 8.61008e-36 8.58539e-23 -9.52177e-36
2.293 -5.3306e-13 -3.46691e-29 6.31684e-13 -9.7108e-36 8.66655e-23 -1.79433e-35
2.2935 -5.35635e-13 -5.01747e-29 6.34611e-13 2.16632e-35 8.75175e-23 1.04638e-35
2.294 -5.38215e-13 -3.01623e-29 6.37593e-13 -6.32499e-36 8.84133e-23 2.91274e-36
2.2945 -5.40799e-13 -4.91244e-29 6.40633e-13 6.00476e-36 8.93568e-23 2.0572e-35
2.295 -5.43384e-13 -2.51514e-29 6.43733e-13 3.40807e-36 9.03522e-23 6.98596e-36
2.2955 -5.45966e-13 -4.94951e-29 6.46896e-13 8.46647e-36 9.14044e-23 -2.9833e-36
2.296 -5.48542e-13 -3.67126e-29 6.50126e-13 -2.42628e-36 9.2519e-23 -1.38316e-35
2.2965 -5.51109e-13 -5.37749e-30 6.53425e-13 1.01714e-35 9.3702e-23 4.53927e-36
2.297 -5.53663e-13 -4.99644e-29 6.56797e-13 -3.22147e-35 9.49606e-23 2.68713e-35
2.2975 -5.562e-13 -4.05877e-29 6.60246e-13 7.0987e-36 9.63028e-23 -5.88452e-36
2.298 -5.58714e-13 -2.57921e-30 6.63777e-13 5.63366e-36 9.77378e-23 -8.75623e-37
2.2985 -5.61201e-13 -2.86906e-29 6.67395e-13 9.55854e-36 9.92763e-23 2.24838e-35
2.299 -5.63654e-13 -5.94364e-29 6.71106e-13 9.80847e-36 1.0093e-22 3.2445e-37
2.2995 -5.66068e-13 -2.94719e-29 6.74917e-13 6.45485e-36 1.02714e-22 8.87254e-36
2.3 -5.68435e-13 -5.63241e-29 6.78836e-13 2.45501e-35 1.04645e-22 3.34337e-35
2.3005 -5.70747e-13 -1.5958e-29 6.82873e-13 1.18774e-36 1.0674e-22 -2.84682e-35
2.301 -5.72995e-13 -3.75113e-29 6.87037e-13 9.33106e-36 1.09024e-22 1.09438e-35
2.3015 -5.7517e-13 -4.77751e-29 6.91341e-13 -2.7978e-35 1.11523e-22 6.80811e-36
2.302 -5.7726e-13 -5.77604e-29 6.95801e-13 -1.12789e-35 1.14269e-22 -2.38698e-36
2.3025 -5.79251e-13 -7.43167e-29 7.00433e-13 -2.85845e-36 1.17298e-22 2.78656e-35
2.303 -5.81131e-13 -5.20424e-29 7.05258e-13 1.53633e-35 1.20658e-22 -9.50228e-36
2.3035 -5.82882e-13 -1.2585e-29 7.10303e-13 -1.09042e-37 1.24402e-22 7.65921e-37
2.304 -5.84484e-13 -4.90003e-29 7.15596e-13 1.38231e-35 1.28598e-22 1.23202e-35
2.3045 -5.85917e-13 -3.81115e-29 7.21177e-13 1.24644e-35 1.33328e-22 -5.94089e-36
2.305 -5.87153e-13 -1.77881e-29 7.2709e-13 6.33801e-36 1.38693e-22 2.6688e-35
2.3055 -5.88165e-13 1.07835e-29 7.33394e-13 4.47119e-36 1.4482e-22 -2.40431e-35
2.306 -5.88916e-13 -3.12114e-29 7.4016e-13 -2.3088e-35 1.5187e-22 8.37447e-36
2.3065 -5.89367e-13 -6.16316e-30 7.4748e-13 1.90535e-35 1.60047e-22 -4.82398e-37
2.307 -5.89468e-13 -5.12268e-29 7.55472e-13 1.34813e-35 1.69612e-22 -1.0733e-35
2.3075 -5.89161e-13 3.55139e-30 7.64289e-13 1.16153e-35 1.8091e-22 -1.13474e-35
2.308 -5.88379e-13 -6.84441e-30 7.74134e-13 2.02902e-35 1.94393e-22 2.66327e-35
2.3085 -5.8704e-13 8.70315e-31 7.85276e-13 8.37598e-36 2.10669e-22 -1.01104e-35
2.309 -5.85046e-13 -3.14559e-29 7.98084e-13 1.84251e-36 2.30569e-22 -2.09726e-35
2.3095 -5.82284e-13 -5.16325e-31 8.13067e-13 -1.42948e-35 2.55244e-22 1.15604e-36
2.31 -5.7862e-13 -4.94994e-29 8.30943e-13 -1.27435e-35 2.86323e-22 -9.68127e-36
2.3105 -5.73911e-13 1.3365e-30 8.52745e-13 3.20712e-35 3.26157e-22 -1.17852e-35
2.311 -5.68013e-13 -1.66845e-29 8.79988e-13 -5.88647e-36 3.78208e-22 -2.90318e-35
2.3115 -5.60834e-13 -1.16645e-29 9.14944e-13 1.66169e-35 4.47688e-22 -1.95149e-36
2.312 -5.52438e-13 3.70818e-29 9.61075e-13 -7.69549e-36 5.42569e-22 -2.2446e-35
2.3125 -5.43322e-13 6.03396e-29 1.02369e-12 6.3102e-36 6.75147e-22 1.66189e-35
2.313 -5.35052e-13 4.9486e-29 1.11076e-12 -2.36816e-35 8.64042e-22 3.62251e-35
2.3135 -5.31705e-13 3.58441e-29 1.23319e-12 -2.7335e-35 1.13506e-21 2.78174e-35
2.314 -5.42589e-13 -8.78813e-29 1.40125e-12 -1.50216e-36 1.51345e-21 -4.58111e-37
2.3145 -5.84787e-13 1.72073e-28 1.60753e-12 4.13668e-35 1.98516e-21 5.14144e-36
2.315 -6.75035e-13 7.79491e-29 1.7895e-12 2.83826e-35 2.40932e-21 -5.43014e-36
2.3155 -7.9799e-13 -1.02797e-28 1.83189e-12 -1.40542e-35 2.51807e-21 2.12523e-35
2.316 -8.99334e-13 -1.04498e-28 1.70122e-12 5.37028e-35 2.22485e-21 -1.76172e-35
2.3165 -9.48644e-13 -2.02227e-28 1.49928e-12 -2.62192e-35 1.75849e-21 2.06458e-35
2.317 -9.59078e-13 -6.39263e-29 1.31924e-12 4.84822e-35 1.33561e-21 -3.36762e-36
2.3175 -9.51596e-13 2.1894e-29 1.18671e-12 5.08012e-36 1.01878e-21 3.82045e-35
2.318 -9.38472e-13 -8.0332e-29 1.09511e-12 9.39158e-36 7.95046e-22 -2.89111e-36
2.3185 -9.24946e-13 5.25224e-30 1.03258e-12 -3.81338e-36 6.38015e-22 2.6815e-35
2.319 -9.12851e-13 9.28222e-29 9.89629e-13 4.02549e-36 5.26224e-22 1.0356e-35
2.3195 -9.02638e-13 5.78729e-28 9.59839e-13 -8.80424e-36 4.44962e-22 -4.49361e-36
2.32 -8.94246e-13 -3.61851e-28 9.39017e-13 2.56061e-35 3.84583e-22 -1.56375e-36
2.3205 -8.87459e-13 -2.28974e-28 9.24437e-13 -5.47981e-35 3.38779e-22 -1.77918e-35
2.321 -8.82033e-13 -1.9422e-28 9.14297e-13 -2.88465e-35 3.03367e-22 5.96575e-36
2.3215 -8.77741e-13 -1.40744e-28 9.07388e-13 7.40877e-36 2.75523e-22 -6.08143e-36
2.322 -8.74393e-13 -1.52924e-28 9.02874e-13 -2.12735e-35 2.533e-22 -3.75808e-36
2.3225 -8.71827e-13 -9.13804e-29 9.00172e-13 1.34902e-35 2.35327e-22 -2.85846e-35
2.323 -8.69911e-13 -1.07238e-28 8.98864e-13 -2.85129e-35 2.20622e-22 -1.73302e-35
2.3235 -8.68537e-13 -1.4948e-28 8.98645e-13 -2.3435e-35 2.08466e-22 -1.86812e-35
2.324 -8.67616e-13 -1.85127e-28 8.99287e-13 9.19006e-36 1.98327e-22 1.23403e-35
2.3245 -8.67074e-13 -7.61658e-29 9.00622e-13 -5.34632e-35 1.89803e-22 2.07741e-36
2.325 -8.66849e-13 -1.58421e-28 9.02518e-13 -4.15897e-35 1.82586e-22 9.75237e-36
2.3255 -8.66891e-13 -1.47643e-28 9.04875e-13 -4.56549e-36 1.76438e-22 -1.4565e-35
2.326 -8.67154e-13 -1.35933e-28 9.07614e-13 2.21993e-35 1.71172e-22 -2.15854e-35
2.3265 -8.67604e-13 -1.58592e-28 9.10671e-13 2.7649e-35 1.66641e-22 -7.50058e-37
2.327 -8.68207e-13 -1.5492e-28 9.13995e-13 3.68004e-35 1.62727e-22 1.12476e-35
2.3275 -8.68938e-13 -1.09693e-28 9.17547e-13 -2.06457e-35 1.59334e-22 -1.73917e-35
2.328 -8.69773e-13 -1.29518e-28 9.21292e-13 -1.85016e-36 1.56383e-22 -8.7842e-36
2.3285 -8.70691e-13 -1.16064e-28 9.25202e-13 -3.99226e-36 1.53812e-22 -3.07668e-35
2.329 -8.71673e-13 -1.40894e-28 9.29254e-13 6.96123e-36 1.51568e-22 -2.83771e-36
2.3295 -8.72705e-13 -1.20174e-28 9.33428e-13 3.6584e-35 1.49605e-22 -5.27318e-36
2.33 -8.73772e-13 -1.00823e-28 9.37707e-13 2.03959e-35 1.47888e-22 3.28442e-35
2.3305 -8.74862e-13 -9.30422e-29 9.42077e-13 -4.37171e-36 1.46385e-22 -1.34123e-35
2.331 -8.75962e-13 -1.40298e-28 9.46525e-13 1.51202e-35 1.45069e-22 3.37073e-36
2.3315 -8.77064e-13 -1.00309e-28 9.5104e-13 1.40257e-35 1.43919e-22 2.3911e-35
2.332 -8.78157e-13 -9.70852e-29 9.55612e-13 3.90552e-36 1.42914e-22 1.23662e-35
2.3325 -8.79233e-13 -1.41982e-28 9.60233e-13 -2.66034e-35 1.42038e-22 -7.29896e-36
2.333 -8.80284e-13 -1.33124e-28 9.64895e-13 1.29174e-35 1.41276e-22 3.96169e-35
2.3335 -8.81303e-13 -1.33389e-28 9.6959e-13 2.96316e-35 1.40617e-22 2.13059e-35
2.334 -8.82284e-13 -9.65731e-29 9.74313e-13 2.94069e-36 1.40048e-22 -6.37037e-36
2.3345 -8.83221e-13 -1.25739e-28 9.79057e-13 -4.37733e-35 1.39561e-22 2.51876e-35
2.335 -8.84108e-13 -1.08219e-28 9.83817e-13 3.92407e-37 1.39146e-22 -9.2621e-36
2.3355 -8.8494e-13 -9.76471e-29 9.88587e-13 -3.64173e-35 1.38796e-22 -2.63515e-35
2.336 -8.85711e-13 -5.35487e-29 9.93363e-13 8.18293e-37 1.38505e-22 2.05381e-35
2.3365 -8.86419e-13 -9.87608e-29 9.98141e-13 1.97253e-35 1.38267e-22 2.73139e-35
2.337 -8.87058e-13 -1.14743e-28 1.00292e-12 5.85109e-36 1.38076e-22 -9.86214e-36
2.3375 -8.87624e-13 -7.85137e-29 1.00768e-12 1.05567e-36 1.37928e-22 -3.93656e-35
2.338 -8.88115e-13 -1.02219e-28 1.01244e-12 1.17661e-35 1.37818e-22 -2.17647e-36
2.3385 -8.88526e-13 -1.27094e-28 1.01718e-12 -7.90362e-37 1.37743e-22 5.29731e-36
2.339 -8.88854e-13 -1.42075e-28 1.0219e-12 -1.0601e-36 1.37699e-22 6.06625e-35
2.3395 -8.89098e-13 -1.30227e-28 1.02661e-12 -1.18403e-35 1.37682e-22 -2.28891e-36
2.34 -8.89253e-13 -1.06896e-28 1.03128e-12 4.60932e-36 1.37691e-22 -1.57728e-35
2.3405 -8.89317e-13 -1.18036e-28 1.03593e-12 1.34838e-35 1.37723e-22 -5.14713e-35
2.341 -8.89289e-13 -4.17777e-29 1.04055e-12 -7.91072e-36 1.37775e-22 7.67682e-36
2.3415 -8.89166e-13 -1.28759e-28 1.04513e-12 -1.22151e-35 1.37845e-22 -7.04061e-36
2.342 -8.88946e-13 -1.14193e-28 1.04967e-12 1.47574e-35 1.37931e-22 3.33509e-35
2.3425 -8.88627e-13 -1.8151e-28 1.05418e-12 -5.07626e-36 1.38031e-22 3.15027e-36
2.343 -8.88209e-13 -1.15073e-28 1.05864e-12 -2.52999e-35 1.38145e-22 -2.35534e-37
2.3435 -8.87689e-13 -9.66825e-29 1.06305e-12 2.19663e-35 1.38269e-22 6.28885e-36
2.344 -8.87066e-13 -1.56665e-28 1.06742e-12 -9.59101e-36 1.38404e-22 1.56628e-36
2.3445 -8.86339e-13 -3.85024e-29 1.07174e-12 1.65653e-35 1.38547e-22 -1.72721e-35
2.345 -8.85508e-13 -9.47798e-29 1.076e-12 1.27855e-36 1.38698e-22 -1.88366e-35
2.3455 -8.84572e-13 -1.55509e-28 1.08021e-12 4.45156e-35 1.38856e-22 -1.2259e-35
2.346 -8.83529e-13 -4.72969e-29 1.08435e-12 -1.99448e-35 1.3902e-22 -2.30724e-35
2.3465 -8.8238e-13 -9.99465e-29 1.08844e-12 3.62949e-35 1.39188e-22 6.38893e-37
2.347 -8.81125e-13 -1.38814e-28 1.09247e-12 -1.84575e-35 1.39362e-22 4.28974e-35
2.3475 -8.79762e-13 -1.40952e-28 1.09643e-12 -1.0777e-35 1.39539e-22 3.79873e-35
2.348 -8.78293e-13 -1.35628e-28 1.10032e-12 -5.4018e-36 1.3972e-22 6.68205e-37
2.3485 -8.76717e-13 -1.81238e-28 1.10415e-12 -2.90645e-35 1.39905e-22 -3.61894e-35
2.349 -8.75034e-13 -1.21989e-28 1.10791e-12 1.48747e-35 1.40094e-22 4.48696e-35
2.3495 -8.73245e-13 -1.01066e-28 1.11159e-12 3.2058e-35 1.40286e-22 -4.0712e-35
2.35 -8.71351e-13 -2.04771e-28 1.11521e-12 -1.95024e-35 1.40484e-22 -8.34217e-36
2.3505 -8.69351e-13 -4.97204e-29 1.11875e-12 -9.40787e-36 1.40687e-22 1.13412e-35
2.351 -8.67246e-13 -1.44962e-28 1.12221e-12 3.1719e-35 1.40898e-22 1.4665e-35
2.3515 -8.65038e-13 -1.35369e-28 1.1256e-12 -7.03272e-36 1.41118e-22 5.16655e-35
2.352 -8.62727e-13 -2.35729e-28 1.12891e-12 1.1719e-35 1.41353e-22 2.76162e-35
2.3525 -8.60312e-13 -9.89074e-29 1.13215e-12 8.21732e-37 1.41606e-22 -9.60121e-36
2.353 -8.57796e-13 -1.77572e-28 1.13531e-12 -1.21475e-36 1.41886e-22 1.85052e-35
2.3535 -8.55178e-13 -1.49064e-28 1.1384e-12 9.01964e-36 1.42206e-22 7.25658e-36
2.354 -8.52458e-13 -2.10995e-28 1.14141e-12 1.15511e-35 1.42584e-22 4.89645e-36
2.3545 -8.49636e-13 -3.64986e-28 1.14437e-12 -3.67969e-35 1.4305e-22 -4.34131e-36
2.355 -8.4671e-13 -4.82814e-28 1.14726e-12 -2.05587e-35 1.43657e-22 4.78746e-35
2.3555 -8.43677e-13 -4.34158e-28 1.15013e-12 -4.64833e-35 1.44496e-22 -1.47218e-35
2.356 -8.40531e-13 -1.52752e-28 1.15299e-12 2.92998e-35 1.45744e-22 3.79048e-35
2.3565 -8.37263e-13 5.34582e-27 1.15593e-12 8.74101e-36 1.47767e-22 3.83863e-35
2.357 -8.3386e-13 9.58646e-28 1.15913e-12 -2.41704e-35 1.51417e-22 1.76956e-35
2.3575 -8.30327e-13 2.35571e-28 1.16305e-12 3.30648e-35 1.58904e-22 -1.44522e-35
2.358 -8.26834e-13 2.64543e-28 1.16892e-12 -1.6597e-35 1.76122e-22 2.21776e-35
2.3585 -8.24474e-13 1.66088e-28 1.17751e-12 -1.43712e-35 2.07121e-22 6.48925e-35
2.359 -8.23302e-13 2.32058e-28 1.17831e-12 4.9226e-36 2.01603e-22 3.64008e-35
2.3595 -8.19985e-13 1.09409e-28 1.17412e-12 4.62669e-36 1.72128e-22 2.15637e-35
2.36 -8.15943e-13 4.4482e-29 1.17302e-12 2.52644e-36 1.57633e-22 1.98408e-35
2.3605 -8.11905e-13 1.42332e-28 1.17353e-12 5.03865e-36 1.51259e-22 -1.1023e-35
2.361 -8.07909e-13 6.86558e-29 1.17462e-12 1.07875e-35 1.48107e-22 -3.24e-36
2.3615 -8.03926e-13 7.81672e-29 1.17591e-12 -4.58127e-36 1.46362e-22 4.84881e-35
2.362 -7.99933e-13 1.26019e-29 1.17727e-12 -2.93076e-35 1.45304e-22 4.3642e-35
2.3625 -7.95918e-13 -4.05392e-29 1.17862e-12 -9.79072e-36 1.44616e-22 -2.50457e-35
2.363 -7.91876e-13 -5.50651e-29 1.17992e-12 2.61414e-36 1.44141e-22 -3.25709e-35
2.3635 -7.87804e-13 8.42276e-30 1.18118e-12 2.01552e-35 1.43797e-22 2.52606e-35
2.364 -7.837e-13 -7.69444e-30 1.18237e-12 -3.48371e-36 1.43535e-22 6.33069e-35
2.3645 -7.79565e-13 2.11545e-30 1.18349e-12 5.54622e-36 1.43328e-22 -6.41242e-36
2.365 -7.754e-13 -3.27354e-29 1.18454e-12 6.29702e-36 1.43158e-22 -2.67467e-35
2.3655 -7.71208e-13 -1.26092e-29 1.18551e-12 4.69626e-36 1.43012e-22 5.13328e-35
2.366 -7.6699e-13 -5.80041e-29 1.18642e-12 6.48542e-36 1.42883e-22 1.98239e-35
2.3665 -7.62749e-13 1.43653e-29 1.18725e-12 -4.13849e-37 1.42765e-22 2.00204e-35
2.367 -7.58487e-13 -6.57059e-29 1.18801e-12 2.61279e-36 1.42655e-22 8.5054e-36
2.3675 -7.54208e-13 -1.91707e-29 1.1887e-12 4.82877e-36 1.4255e-22 -5.70742e-35
2.368 -7.49913e-13 -1.49377e-29 1.18932e-12 -8.79384e-36 1.42447e-22 -6.97039e-35
2.3685 -7.45607e-13 -4.82999e-29 1.18987e-12 3.59886e-36 1.42346e-22 -2.40622e-36
2.369 -7.41291e-13 -3.65645e-29 1.19035e-12 1.27986e-35 1.42245e-22 2.71181e-35
2.3695 -7.36968e-13 -4.42585e-29 1.19077e-12 5.90617e-36 1.42144e-22 2.83283e-35
2.37 -7.32642e-13 -1.4407e-29 1.19112e-12 4.55505e-36 1.42041e-22 -1.543e-35
2.3705 -7.28316e-13 -6.25397e-29 1.19141e-12 5.93147e-36 1.41937e-22 -4.44666e-35
2.371 -7.23992e-13 -6.93676e-30 1.19163e-12 5.3965e-36 1.41831e-22 6.19667e-35
2.3715 -7.19673e-13 6.88132e-30 1.1918e-12 7.56481e-36 1.41724e-22 -1.51736e-35
2.372 -7.15362e-13 -3.42673e-29 1.19191e-12 4.57248e-36 1.41614e-22 1.18687e-36
2.3725 -7.11062e-13 -1.60819e-29 1.19197e-12 3.31291e-36 1.41503e-22 -1.91474e-35
2.373 -7.06776e-13 9.72116e-30 1.19197e-12 -2.57095e-36 1.41389e-22 -8.01638e-36
2.3735 -7.02506e-13 8.25538e-30 1.19192e-12 2.71335e-35 1.41273e-22 -2.38805e-35
2.374 -6.98255e-13 -7.54483e-29 1.19182e-12 -1.79447e-36 1.41155e-22 -6.63103e-35
2.3745 -6.94026e-13 -1.14271e-28 1.19167e-12 -2.50888e-36 1.41036e-22 -2.6642e-35
2.375 -6.89822e-13 -2.79412e-29 1.19147e-12 7.66297e-36 1.40914e-22 2.6026e-35
2.3755 -6.85645e-13 -4.92335e-29 1.19123e-12 -1.16851e-35 1.40791e-22 -1.89384e-35
2.376 -6.81498e-13 -3.9073e-29 1.19095e-12 -2.53558e-35 1.40667e-22 3.7741e-35
2.3765 -6.77382e-13 -2.69836e-29 1.19063e-12 5.84406e-36 1.40542e-22 9.57732e-36
